Customer ID,Recency,Frequency,Monetary,Cluster,Churn
13614,29,2,748.73,0,0
13615,35,7,5854.84,0,0
13616,204,2,288.1,1,1
13617,44,5,734.57,0,0
13619,180,2,231.69,1,1
13620,164,1,112.34,1,1
13622,332,1,658.95,1,1
13623,16,5,1818.71,0,0
13624,24,1,462.08,0,0
13625,232,1,301.26,1,1
13626,15,1,449.81,0,0
13627,124,2,607.43,0,1
13628,312,1,310.14,1,1
13629,49,8,5578.5,0,0
13632,30,3,1526.88,0,0
13634,10,11,3498.31,0,0
13635,78,3,1928.1299999999999,0,0
13639,72,1,312.93,0,0
13640,247,1,405.0,1,1
13641,276,5,1016.47,1,1
13642,68,3,159.92,0,0
13643,18,7,1637.33,0,0
13646,35,2,326.25,0,0
13647,130,4,1393.56,0,1
13648,36,8,1764.02,0,0
13649,2,5,1332.28,0,0
13650,10,4,1451.66,0,0
13651,17,1,132.65,0,0
13652,4,3,1475.77,0,0
13653,123,1,152.2,0,1
13654,16,5,3600.67,0,0
13655,10,4,1347.54,0,0
13656,135,2,699.2,0,1
13658,19,4,3386.33,0,0
13659,52,10,3321.68,0,0
13660,36,1,314.59,0,0
13661,239,1,325.24,1,1
13662,21,8,1352.35,0,0
13663,16,4,1858.04,0,0
13665,22,3,1711.6599999999999,0,0
13666,56,2,43.25,0,0
13668,19,14,6726.35,0,0
13669,43,1,195.0,0,0
13671,30,1,194.95,0,0
13672,366,1,233.53000000000003,1,1
13674,68,1,240.68,0,0
13676,175,2,243.9,1,1
13677,40,2,556.1899999999999,0,0
13679,129,3,281.26,0,1
13680,107,8,7713.25,0,1
13683,93,1,258.6,0,1
13684,26,3,529.75,0,0
13686,16,2,337.04,0,0
13687,74,1,11880.84,0,0
13688,271,1,375.5,1,1
13689,80,1,349.5,0,0
13691,32,1,212.78,0,0
13692,44,2,1626.08,0,0
13693,10,9,2011.82,0,0
13694,9,94,131443.19,2,0
13695,213,1,266.6,1,1
13696,57,3,2020.4,0,0
13698,232,2,465.53000000000003,1,1
13699,186,1,455.57,1,1
13700,53,3,348.34,0,0
13701,82,1,161.0,0,0
13702,81,1,135.18,0,0
13703,51,1,326.06,0,0
13705,9,5,1323.47,0,0
13706,262,1,300.38,1,1
13707,65,3,2559.45,0,0
13709,82,5,1263.7,0,0
13710,59,2,329.04,0,0
13711,42,7,1540.2,0,0
13712,246,1,537.58,1,1
13713,44,3,743.26,0,0
13714,101,1,161.35,0,1
13715,8,13,7403.95,0,0
13717,93,2,318.29,0,1
13719,29,6,1773.57,0,0
13721,31,1,217.39999999999998,0,0
13722,56,7,3260.0,0,0
13723,28,5,1009.35,0,0
13724,273,1,213.01,1,1
13727,247,6,746.57,1,1
13728,23,10,1839.03,0,0
13729,71,3,724.73,0,0
13733,46,2,487.03000000000003,0,0
13734,144,4,6701.640000000001,0,1
13735,12,9,6927.9800000000005,0,0
13736,61,5,2034.31,0,0
13738,32,1,440.93,0,0
13739,163,1,75.3,1,1
13740,51,4,1247.02,0,0
13745,182,1,477.32,1,1
13746,49,1,176.69,0,0
13747,9,2,169.79999999999998,0,0
13748,9,5,1320.1,0,0
13750,16,6,1954.92,0,0
13752,163,1,404.45000000000005,1,1
13753,234,3,1353.31,1,1
13754,73,1,164.45000000000002,0,0
13756,3,10,4017.9800000000005,0,0
13757,310,1,195.55,1,1
13758,2,10,6226.43,0,0
13760,40,3,1076.85,0,0
13761,138,4,881.52,0,1
13762,229,4,2165.76,1,1
13763,53,2,3502.48,0,0
13764,205,3,1431.5,1,1
13765,289,1,352.821,1,1
13766,131,1,190.35,0,1
13767,5,39,18320.170000000002,3,0
13768,362,2,875.97,1,1
13769,3,11,3003.9100000000003,0,0
13770,58,4,785.37,0,0
13771,169,5,3094.37,1,1
13772,36,5,1982.09,0,0
13773,32,2,301.54,0,0
13775,226,1,1049.66,1,1
13776,64,2,623.98,0,0
13777,2,37,30501.260000000002,3,0
13778,127,3,945.79,0,1
13779,151,1,161.13,1,1
13780,43,1,375.81,0,0
13781,228,2,650.99,1,1
13782,89,7,881.72,0,0
13783,123,4,1542.09,0,1
13784,70,3,447.44,0,0
13785,64,4,542.49,0,0
13786,3,6,3128.54,0,0
13787,94,4,913.46,0,1
13788,141,1,3.75,1,1
13789,24,1,239.45999999999998,0,0
13792,58,1,188.4,0,0
13793,282,1,96.0,1,1
13794,182,1,126.03,1,1
13795,24,4,836.3,0,0
13796,135,1,289.7,0,1
13797,72,3,1179.45,0,0
13798,8,54,38683.02,3,0
13799,80,7,2114.71,0,0
13800,66,2,1121.24,0,0
13802,10,16,21659.69,0,0
13803,67,2,1061.84,0,0
13804,71,2,572.73,0,0
13807,3,3,422.2,0,0
13809,30,2,524.65,0,0
13813,163,4,1398.61,1,1
13814,163,1,678.2,1,1
13815,42,4,3448.38,0,0
13818,65,1,61.28,0,0
13819,305,3,1502.0,1,1
13820,54,3,660.65,0,0
13821,29,4,1025.09,0,0
13823,16,5,2445.79,0,0
13824,15,7,1615.82,0,0
13825,257,2,255.59,1,1
13829,57,1,102.0,0,0
13830,217,1,156.85000000000002,1,1
13831,5,13,4820.59,0,0
13832,58,1,561.49,0,0
13833,40,1,316.56,0,0
13834,212,2,324.19,1,1
13835,155,3,260.7,1,1
13836,35,2,620.37,0,0
13838,5,7,1274.3600000000001,0,0
13839,122,1,139.95000000000002,0,1
13840,52,1,651.4,0,0
13842,2,10,2244.29,0,0
13843,17,1,319.75,0,0
13846,35,1,442.73,0,0
13847,355,1,310.72,1,1
13848,2,6,2080.0,0,0
13849,33,3,1931.35,0,0
13851,15,5,1955.0,0,0
13852,246,1,187.35000000000002,1,1
13854,1,15,4144.44,0,0
13855,136,4,1310.3400000000001,0,1
13856,99,8,753.53,0,1
13857,29,6,1001.01,0,0
13859,165,1,314.7,1,1
13861,65,2,273.26,0,0
13862,25,1,346.73,0,0
13863,101,3,933.77,0,1
13864,22,1,662.4000000000001,0,0
13869,17,6,5006.62,0,0
13870,23,7,2941.14,0,0
13871,64,4,1482.6,0,0
13872,163,3,919.57,1,1
13873,19,5,649.32,0,0
13874,140,6,1508.7,0,1
13875,23,9,3027.58,0,0
13877,106,2,332.44,0,1
13878,183,3,1191.53,1,1
13879,281,1,395.5,1,1
13880,3,5,1171.89,0,0
13881,11,23,28019.58,3,0
13883,39,10,3885.54,0,0
13884,12,5,1100.88,0,0
13888,40,5,1563.42,0,0
13889,18,5,1574.3300000000002,0,0
13890,10,4,1043.57,0,0
13891,14,3,863.5600000000001,0,0
13892,113,2,634.68,0,1
13895,151,2,1415.45,1,1
13896,261,1,388.55,1,1
13897,74,2,849.56,0,0
13898,47,1,530.47,0,0
13900,25,3,869.64,0,0
13901,10,10,2809.14,0,0
13902,268,5,34095.26,1,1
13903,36,1,165.45000000000002,0,0
13905,368,1,312.65,1,1
13906,45,1,42.0,0,0
13907,327,1,136.8,1,1
13909,59,2,286.6,0,0
13911,15,11,1654.08,0,0
13912,59,1,124.95,0,0
13913,142,1,42.22,1,1
13915,30,1,70.80000000000001,0,0
13916,99,4,1275.81,0,1
13919,60,2,975.87,0,0
13920,67,4,1774.68,0,0
13921,38,4,730.7,0,0
13922,73,2,692.95,0,0
13927,73,1,359.27,0,0
13929,52,9,2651.45,0,0
13931,28,9,4019.85,0,0
13935,232,3,6116.92,1,1
13936,18,2,563.08,0,0
13937,38,1,721.28,0,0
13939,67,4,992.41,0,0
13941,8,11,6009.34,0,0
13942,170,1,320.0,1,1
13943,213,1,246.54,1,1
13944,289,1,200.43,1,1
13945,30,2,854.15,0,0
13946,12,3,1314.66,0,0
13948,47,3,446.76,0,0
13952,16,12,9572.45,0,0
13953,45,5,3125.0,0,0
13955,11,1,222.21,0,0
13957,53,3,458.25,0,0
13958,15,8,4709.2300000000005,0,0
13959,35,3,477.98,0,0
13961,28,1,538.4,0,0
13962,71,1,193.25,0,0
13963,3,14,2347.33,0,0
13964,23,2,438.9,0,0
13965,112,3,996.61,0,1
13966,71,1,390.86,0,0
13967,32,1,85.6,0,0
13968,59,1,123.66,0,0
13969,1,18,4311.93,0,0
13970,22,2,846.55,0,0
13971,59,6,1909.31,0,0
13974,218,1,264.13,1,1
13975,29,6,2832.56,0,0
13976,142,3,834.38,0,1
13977,47,1,519.8100000000001,0,0
13979,29,6,2546.36,0,0
13980,75,4,599.78,0,0
13981,51,1,331.14,0,0
13982,1,6,2573.7799999999997,0,0
13983,2,10,4505.02,0,0
13984,2,8,1128.09,0,0
13985,10,7,2960.73,0,0
13987,15,2,682.54,0,0
13988,19,2,609.84,0,0
13989,100,3,759.98,0,1
13992,16,2,142.7,0,0
13993,15,10,3309.35,0,0
13995,15,9,2508.32,0,0
13996,22,2,895.76,0,0
13997,155,3,382.31,1,1
13998,82,3,566.7,0,0
13999,10,17,5600.45,0,0
14000,50,4,1410.68,0,0
14001,9,7,2487.01,0,0
14003,368,1,209.41,1,1
14004,29,4,1675.81,0,0
14006,164,4,1234.48,1,1
14007,148,1,79.48,1,1
14008,68,1,509.04,0,0
14009,98,1,404.3,0,1
14010,201,2,445.15,1,1
14011,116,2,457.82,0,1
14013,16,2,611.5500000000001,0,0
14014,12,2,1443.03,0,0
14016,32,7,7062.2,0,0
14017,207,1,229.75,1,1
14018,281,1,367.15000000000003,1,1
14020,112,2,606.21,0,1
14021,10,4,1084.68,0,0
14022,122,1,352.15000000000003,0,1
14024,26,1,318.04,0,0
14025,100,8,4057.9,0,1
14026,106,2,713.11,0,1
14028,186,3,10396.5,1,1
14030,2,14,5902.2,0,0
14031,1,27,23712.31,3,0
14032,2,6,1874.68,0,0
14033,191,1,109.44,1,1
14035,42,4,1428.7,0,0
14037,114,4,689.75,0,1
14038,33,2,1509.5,0,0
14039,211,1,115.08000000000001,1,1
14040,22,23,9030.65,0,0
14042,361,1,431.98,1,1
14043,127,2,304.25,0,1
14044,54,6,2470.28,0,0
14045,9,13,9653.279999999999,0,0
14047,8,10,2946.42,0,0
14048,18,2,338.76,0,0
14049,23,9,7557.3099999999995,0,0
14051,2,15,6823.610000000001,0,0
14052,26,1,255.45,0,0
14053,33,2,312.05,0,0
14055,213,2,795.3199999999999,1,1
14057,17,5,2190.88,0,0
14058,98,2,469.19,0,1
14060,2,13,3378.66,0,0
14061,143,3,917.4300000000001,1,1
14062,10,12,15139.35,0,0
14063,74,9,22710.2,0,0
14064,66,10,1978.68,0,0
14065,25,3,891.02,0,0
14068,239,3,1262.52,1,1
14069,150,2,230.06,1,1
14070,320,1,326.55,1,1
14072,302,1,390.85,1,1
14074,259,1,219.39999999999998,1,1
14075,39,3,792.61,0,0
14077,31,1,115.66,0,0
14078,9,4,643.26,0,0
14079,318,1,243.63,1,1
14080,49,4,1070.08,0,0
14081,5,9,4435.58,0,0
14082,28,1,231.10999999999999,0,0
14083,7,3,388.83,0,0
14084,148,1,150.5,1,1
14085,4,16,5656.43,0,0
14086,98,1,39.95,0,1
14087,40,2,651.8,0,0
14088,42,3,13544.99,0,0
14091,290,2,9530.08,1,1
14092,10,10,3152.54,0,0
14094,75,1,335.22,0,0
14095,358,1,2.95,1,1
14097,117,2,422.85999999999996,0,1
14099,11,9,2661.54,0,0
14101,24,7,3985.14,0,0
14104,25,3,555.37,0,0
14105,44,4,4722.6,0,0
14106,373,1,214.79999999999998,1,1
14107,84,4,2174.07,0,0
14108,367,2,447.05,1,1
14110,71,21,7304.8,0,0
14112,87,6,2919.44,0,0
14113,11,12,5252.1900000000005,0,0
14114,31,5,977.5600000000001,0,0
14115,137,2,622.6700000000001,0,1
14118,64,1,458.45,0,0
14119,11,2,183.37,0,0
14122,42,3,362.42,0,0
14123,369,1,436.18,1,1
14126,80,1,466.33000000000004,0,0
14127,16,3,1190.3700000000001,0,0
14128,187,1,286.71,1,1
14129,35,4,1467.48,0,0
14130,11,3,1398.81,0,0
14131,284,1,187.87,1,1
14133,369,1,305.5,1,1
14134,18,15,11123.35,0,0
14135,3,11,4953.61,0,0
14136,36,5,1570.81,0,0
14137,331,1,332.7,1,1
14139,126,3,670.98,0,1
14142,9,2,671.34,0,0
14144,122,1,30.599999999999998,0,1
14145,95,3,3857.85,0,1
14146,19,7,5259.3,0,0
14147,24,7,2106.8,0,0
14148,50,1,309.09000000000003,0,0
14151,309,2,679.45,1,1
14152,23,5,1376.05,0,0
14153,119,1,233.4,0,1
14154,17,6,5115.08,0,0
14156,7,102,196566.74,2,0
14157,25,3,569.9,0,0
14159,15,9,3245.0,0,0
14160,246,7,8421.47,1,1
14161,5,5,2208.36,0,0
14163,98,1,148.71,0,1
14166,141,2,256.85,1,1
14167,100,4,721.65,0,1
14168,56,2,370.45,0,0
14169,66,2,624.4300000000001,0,0
14170,11,3,597.33,0,0
14171,366,1,135.0,1,1
14172,241,3,402.72,1,1
14173,277,2,135.16,1,1
14175,54,5,4456.58,0,0
14176,3,2,339.11,0,0
14177,17,9,1669.93,0,0
14180,8,9,1570.73,0,0
14181,46,2,310.55,0,0
14182,79,4,678.77,0,0
14183,47,2,286.29,0,0
14186,63,5,1550.63,0,0
14187,109,1,123.5,0,1
14189,4,2,1160.31,0,0
14190,302,1,79.9,1,1
14191,30,2,132.9,0,0
14192,24,1,293.74,0,0
14193,32,1,356.8,0,0
14194,28,15,7321.07,0,0
14195,75,4,1603.6,0,0
14197,46,1,390.05,0,0
14198,36,5,868.33,0,0
14199,59,3,906.3,0,0
14200,253,1,379.2,1,1
14201,45,3,446.1,0,0
14202,17,3,847.76,0,0
14203,33,1,339.34,0,0
14204,58,3,901.9300000000001,0,0
14205,30,7,1947.5,0,0
14206,24,2,856.85,0,0
14207,323,1,157.8,1,1
14208,187,1,415.31,1,1
14209,21,9,2919.84,0,0
14210,7,11,3955.6800000000003,0,0
14211,47,9,2161.19,0,0
14212,81,1,1119.6599999999999,0,0
14213,40,1,1192.2,0,0
14215,4,4,1626.61,0,0
14216,50,1,310.74,0,0
14217,2,7,1411.91,0,0
14219,45,2,543.89,0,0
14220,203,2,882.5999999999999,1,1
14221,85,8,3084.69,0,0
14224,26,5,847.78,0,0
14225,70,4,2037.02,0,0
14226,77,1,770.34,0,0
14227,50,5,3017.75,0,0
14228,73,3,745.5,0,0
14229,39,4,1046.84,0,0
14230,71,3,979.8000000000001,0,0
14231,86,1,309.91,0,0
14233,101,3,1441.55,0,1
14235,134,4,1573.1299999999999,0,1
14236,8,4,1253.78,0,0
14237,9,2,471.14,0,0
14238,298,2,287.38,1,1
14239,67,10,1882.3200000000002,0,0
14240,59,1,357.15,0,0
14241,332,1,120.0,1,1
14243,1,8,4842.28,0,0
14244,296,1,366.41999999999996,1,1
14247,40,4,635.89,0,0
14248,95,2,730.37,0,1
14249,46,12,5625.461,0,0
14252,17,1,350.99,0,0
14253,129,2,363.40000000000003,0,1
14254,68,1,601.03,0,0
14255,182,1,1000.63,1,1
14256,127,3,1504.93,0,1
14257,16,4,2854.73,0,0
14258,31,16,19381.36,0,0
14260,107,3,824.28,0,1
14263,59,1,322.93,0,0
14264,15,4,1183.39,0,0
14265,100,2,843.17,0,1
14266,64,1,40.56,0,0
14268,106,1,354.85,0,1
14269,75,1,295.73,0,0
14271,45,1,106.81,0,0
14272,198,2,482.85,1,1
14274,322,1,256.6,1,1
14275,31,6,1189.3799999999999,0,0
14276,43,4,982.94,0,0
14277,47,6,13009.61,0,0
14278,45,1,205.83,0,0
14279,156,2,191.86,1,1
14281,44,1,245.15,0,0
14282,3,11,4120.32,0,0
14283,99,4,628.4399999999999,0,1
14284,289,1,704.4,1,1
14285,149,4,1374.41,1,1
14286,40,4,3851.0099999999998,0,0
14290,49,3,2201.91,0,0
14291,16,12,4020.85,0,0
14292,46,7,4354.32,0,0
14293,4,6,2221.37,0,0
14294,43,1,375.34,0,0
14295,74,4,2196.71,0,0
14296,57,2,456.40000000000003,0,0
14298,11,38,39667.19,3,0
14299,1,19,10533.87,0,0
14301,52,3,1352.04,0,0
14302,66,3,742.9000000000001,0,0
14303,43,2,277.94,0,0
14304,15,2,1341.56,0,0
14306,14,4,1058.0800000000002,0,0
14307,9,5,2075.31,0,0
14308,185,2,1147.02,1,1
14309,49,2,1428.28,0,0
14310,68,1,492.1,0,0
14311,203,1,206.19,1,1
14312,14,5,1478.7,0,0
14314,66,1,109.80000000000001,0,0
14315,200,2,716.69,1,1
14316,58,5,1370.34,0,0
14318,96,1,158.02,0,1
14319,60,1,494.85,0,0
14320,182,3,868.96,1,1
14321,67,2,687.3100000000001,0,0
14322,65,4,474.1,0,0
14324,45,2,701.61,0,0
14325,205,1,245.48000000000002,1,1
14326,99,2,757.13,0,1
14327,18,5,1583.28,0,0
14328,74,1,445.05,0,0
14329,11,8,4912.38,0,0
14330,259,1,200.63,1,1
14332,17,2,1077.2,0,0
14334,61,4,1766.27,0,0
14338,172,1,339.88,1,1
14339,64,1,310.75,0,0
14341,56,10,2285.04,0,0
14342,68,2,249.88,0,0
14343,57,4,1088.91,0,0
14344,3,14,2443.77,0,0
14346,61,3,1294.17,0,0
14347,372,1,82.6,1,1
14350,16,2,689.1,0,0
14353,46,2,285.9,0,0
14355,1,3,840.0500000000001,0,0
14358,25,2,400.06,0,0
14361,214,1,214.70999999999998,1,1
14363,38,2,227.47000000000003,0,0
14365,30,2,634.68,0,0
14366,161,1,136.0,1,1
14369,278,2,469.13,1,1
14370,86,6,1175.78,0,0
14372,79,2,860.08,0,0
14374,177,1,108.0,1,1
14375,86,2,875.31,0,0
14376,319,1,215.46,1,1
14378,257,1,131.25,1,1
14379,29,2,920.81,0,0
14380,318,1,48.96,1,1
14381,87,1,428.65999999999997,0,0
14382,26,1,620.73,0,0
14384,136,1,58.5,0,1
14388,8,9,3488.16,0,0
14389,60,3,854.55,0,0
14390,8,5,1747.01,0,0
14391,212,1,135.6,1,1
14392,68,1,266.4,0,0
14394,200,1,93.8,1,1
14395,8,12,4700.3,0,0
14396,7,6,1633.94,0,0
14398,37,2,707.79,0,0
14399,30,8,2113.16,0,0
14400,44,2,1157.77,0,0
14401,60,9,2744.42,0,0
14402,288,1,285.6,1,1
14403,225,2,404.7,1,1
14404,5,8,1424.79,0,0
14405,22,1,195.0,0,0
14408,107,4,1503.2400000000002,0,1
14409,4,5,1696.64,0,0
14410,12,2,1546.07,0,0
14412,60,1,656.16,0,0
14413,46,3,647.67,0,0
14414,10,1,902.35,0,0
14415,15,10,6191.32,0,0
14417,23,1,604.2,0,0
14419,18,1,202.85,0,0
14420,32,3,1251.65,0,0
14421,148,4,1656.26,1,1
14422,10,13,6007.88,0,0
14423,73,2,651.41,0,0
14425,70,3,661.39,0,0
14426,39,7,7246.27,0,0
14427,130,2,900.1800000000001,0,1
14429,39,1,516.28,0,0
14430,147,3,1220.9,1,1
14431,15,3,2143.84,0,0
14433,101,1,289.6,0,1
14435,137,1,90.42,0,1
14436,189,1,182.64000000000001,1,1
14437,1,5,895.84,0,0
14439,79,4,6781.8,0,0
14440,1,9,4281.05,0,0
14441,10,7,2898.8,0,0
14442,50,5,3777.2,0,0
14443,4,2,966.27,0,0
14444,92,1,132.04,0,1
14445,91,1,221.65,0,1
14446,22,1,201.73,0,0
14447,36,1,548.5,0,0
14449,8,5,1575.7,0,0
14450,15,4,645.19,0,0
14451,25,10,2646.18,0,0
14452,31,2,401.15,0,0
14454,12,5,977.3,0,0
14455,68,4,628.21,0,0
14458,16,1,237.42,0,0
14459,287,1,3537.821,1,1
14460,32,6,659.16,0,0
14461,18,10,4610.44,0,0
14462,68,1,265.99,0,0
14463,135,1,256.95,0,1
14464,204,2,111.0,1,1
14465,64,8,2887.4100000000003,0,0
14466,8,7,2374.5,0,0
14467,25,8,1622.23,0,0
14468,369,1,204.24,1,1
14469,52,4,2112.21,0,0
14470,66,1,250.85,0,0
14471,227,2,400.95,1,1
14472,325,1,291.38,1,1
14474,215,1,730.42,1,1
14475,44,1,225.3,0,0
14477,72,3,660.0,0,0
14478,18,4,1276.66,0,0
14479,1,3,982.86,0,0
14480,38,3,1020.47,0,0
14481,43,3,1674.98,0,0
14482,15,6,2289.76,0,0
14483,372,1,120.0,1,1
14484,37,3,749.0600000000001,0,0
14486,147,2,175.5,1,1
14487,4,2,257.28000000000003,0,0
14489,73,3,1111.55,0,0
14490,42,2,1273.47,0,0
14491,8,1,127.2,0,0
14492,66,7,1921.91,0,0
14493,26,5,2746.91,0,0
14494,37,2,261.9,0,0
14495,295,1,51.0,1,1
14496,9,6,2129.42,0,0
14497,309,1,221.69,1,1
14498,37,5,1953.95,0,0
14499,10,4,1323.65,0,0
14505,40,11,6096.2,0,0
14506,5,3,1278.5,0,0
14507,14,5,1901.25,0,0
14508,12,3,598.52,0,0
14509,170,1,110.95,1,1
14510,11,3,1007.28,0,0
14512,19,5,948.19,0,0
14513,72,3,332.42,0,0
14514,72,6,3543.63,0,0
14515,23,6,1647.17,0,0
14516,152,1,163.92,1,1
14519,319,2,206.09,1,1
14521,127,1,199.45000000000002,0,1
14522,231,4,784.08,1,1
14524,45,4,1066.03,0,0
14525,64,8,3908.44,0,0
14526,25,1,262.4,0,0
14527,1,69,19283.48,3,0
14530,32,10,3271.4900000000002,0,0
14531,115,1,376.34,0,1
14532,47,7,2926.33,0,0
14533,43,4,1516.65,0,0
14534,33,8,1824.06,0,0
14535,31,6,3166.54,0,0
14537,259,1,285.84000000000003,1,1
14538,166,3,982.59,1,1
14540,15,8,2799.08,0,0
14541,52,6,1038.03,0,0
14543,16,23,11276.44,0,0
14544,106,1,957.98,0,1
14545,310,1,349.25,1,1
14546,12,6,2619.81,0,0
14548,120,7,1974.69,0,1
14549,56,3,627.3100000000001,0,0
14550,24,2,587.69,0,0
14551,47,5,693.81,0,0
14552,16,2,346.21,0,0
14553,47,4,982.27,0,0
14555,17,4,1991.49,0,0
14556,232,3,835.34,1,1
14558,290,3,655.5,1,1
14559,26,1,75.6,0,0
14560,15,22,3876.2599999999998,0,0
14562,26,8,1654.63,0,0
14563,145,2,679.44,1,1
14564,70,2,2605.62,0,0
14565,109,1,760.1,0,1
14566,53,3,2660.0,0,0
14568,71,1,919.7,0,0
14569,88,3,371.59,0,0
14570,79,1,395.69,0,0
14571,61,1,161.65,0,0
14572,53,4,2782.34,0,0
14573,8,5,968.0,0,0
14574,368,1,143.70000000000002,1,1
14575,124,1,460.71,0,1
14576,8,1,35.400000000000006,0,0
14577,30,3,514.54,0,0
14579,68,1,105.56,0,0
14580,154,1,14.850000000000001,1,1
14581,180,1,295.2,1,1
14583,19,3,728.48,0,0
14584,57,4,705.65,0,0
14585,18,4,986.22,0,0
14588,214,1,135.39,1,1
14589,7,1,39.75,0,0
14590,60,20,3006.62,0,0
14593,33,9,3094.02,0,0
14594,9,1,255.0,0,0
14595,89,2,423.85,0,0
14596,262,1,229.47,1,1
14597,15,4,1318.3899999999999,0,0
14598,205,1,162.07,1,1
14599,26,2,474.54,0,0
14600,29,1,471.84000000000003,0,0
14602,292,1,205.35999999999999,1,1
14604,269,1,143.85999999999999,1,1
14605,10,4,937.16,0,0
14606,2,102,18704.41,3,0
14607,103,8,7568.13,0,1
14608,15,7,1567.79,0,0
14609,26,6,884.64,0,0
14610,31,2,24.35,0,0
14611,79,2,604.3299999999999,0,0
14612,51,1,877.7,0,0
14613,316,1,76.32000000000001,1,1
14614,22,1,295.13,0,0
14615,30,5,951.76,0,0
14616,21,2,121.7,0,0
14617,38,2,190.47000000000003,0,0
14618,12,4,788.88,0,0
14619,177,1,896.8000000000001,1,1
14621,147,4,1212.21,1,1
14623,16,5,1170.33,0,0
14624,51,4,588.22,0,0
14625,10,9,3598.25,0,0
14626,31,7,2619.65,0,0
14627,15,1,462.75,0,0
14628,78,3,1326.04,0,0
14630,120,1,338.65,0,1
14631,22,3,1018.71,0,0
14634,73,4,2124.46,0,0
14635,89,1,215.22,0,0
14637,313,1,106.67999999999999,1,1
14639,44,3,1994.47,0,0
14640,45,4,1541.98,0,0
14643,253,3,986.08,1,1
14644,50,5,1416.96,0,0
14645,270,1,279.8,1,1
14646,10,78,248396.5,2,0
14647,159,1,276.75,1,1
14648,52,15,4546.86,0,0
14649,18,5,2358.02,0,0
14650,224,1,62.5,1,1
14651,30,7,1379.52,0,0
14653,149,5,1666.99,1,1
14654,374,1,246.86,1,1
14655,24,3,1946.28,0,0
14656,51,3,523.6,0,0
14657,65,2,612.65,0,0
14662,63,3,645.16,0,0
14663,66,2,490.6,0,0
14665,63,2,913.95,0,0
14667,1,31,12685.94,3,0
14668,81,1,111.63,0,0
14669,269,4,1973.94,1,1
14670,368,1,190.47,1,1
14671,185,2,1127.45,1,1
14672,151,2,347.59,1,1
14673,3,3,1674.41,0,0
14674,145,1,173.66,1,1
14675,24,1,462.15,0,0
14676,30,6,5808.55,0,0
14677,228,1,184.91,1,1
14678,215,1,403.39,1,1
14679,17,3,1289.44,0,0
14680,7,43,28658.66,3,0
14681,23,3,376.20000000000005,0,0
14682,64,4,1462.81,0,0
14683,224,1,146.56,1,1
14684,26,1,232.27,0,0
14685,212,8,4619.79,1,1
14686,50,5,885.83,0,0
14687,36,2,773.6800000000001,0,0
14688,9,8,2082.7,0,0
14690,28,2,422.63,0,0
14692,16,8,1153.54,0,0
14693,61,6,992.46,0,0
14694,253,1,244.31,1,1
14695,155,3,1620.07,1,1
14696,9,2,688.95,0,0
14699,71,3,593.47,0,0
14700,51,2,880.96,0,0
14701,78,6,2012.72,0,0
14702,1,13,3462.08,0,0
14704,60,2,266.66,0,0
14706,254,1,390.69,1,1
14707,71,2,139.2,0,0
14708,4,3,1085.91,0,0
14709,15,12,3965.29,0,0
14710,15,9,1316.46,0,0
14712,54,1,411.0,0,0
14713,1,11,2752.5099999999998,0,0
14714,43,3,746.05,0,0
14715,78,4,973.0699999999999,0,0
14716,80,1,235.77,0,0
14717,369,1,81.3,1,1
14718,46,1,226.42,0,0
14721,15,1,115.77,0,0
14722,113,2,325.45,0,1
14723,7,7,934.76,0,0
14724,226,1,345.25,1,1
14725,30,3,597.16,0,0
14726,290,1,124.75,1,1
14727,182,2,199.35,1,1
14728,49,1,190.58,0,0
14729,9,3,593.89,0,0
14732,28,11,2814.58,0,0
14733,3,4,6599.06,0,0
14734,61,4,1056.42,0,0
14735,24,24,6174.47,0,0
14736,121,2,401.08,0,1
14737,36,1,2389.62,0,0
14738,196,2,507.45,1,1
14739,3,19,8385.22,0,0
14740,45,8,2712.85,0,0
14741,8,2,497.25,0,0
14742,71,1,579.85,0,0
14743,228,1,50.48,1,1
14744,2,8,2785.1,0,0
14745,137,7,1351.55,0,1
14746,42,4,593.5,0,0
14748,4,7,1736.57,0,0
14749,115,1,310.15,0,1
14750,372,1,112.03,1,1
14751,320,2,126.45,1,1
14753,96,1,306.36,0,1
14754,61,4,912.4300000000001,0,0
14755,17,14,4962.27,0,0
14756,18,2,1914.8,0,0
14758,32,3,1380.9099999999999,0,0
14761,80,1,192.02,0,0
14762,262,1,117.05000000000001,1,1
14766,2,6,4082.76,0,0
14767,110,1,382.81,0,1
14769,26,9,5097.13,0,0
14770,103,6,2761.2200000000003,0,1
14771,257,2,594.62,1,1
14773,228,1,140.55,1,1
14774,164,1,241.45,1,1
14775,8,1,406.56,0,0
14776,23,4,1170.0,0,0
14777,39,1,307.56,0,0
14783,295,1,307.3,1,1
14784,25,1,159.94,0,0
14786,186,1,90.96,1,1
14787,107,1,110.65,0,1
14788,232,1,476.88,1,1
14790,10,6,1781.56,0,0
14791,242,1,303.63,1,1
14793,171,1,396.91,1,1
14794,38,3,633.99,0,0
14796,2,11,2867.15,0,0
14797,143,1,300.31,1,1
14798,17,5,550.5699999999999,0,0
14799,373,1,180.45,1,1
14800,5,6,3434.58,0,0
14802,74,2,1502.98,0,0
14805,40,3,549.99,0,0
14806,75,1,110.03999999999999,0,0
14807,26,2,519.29,0,0
